,PropertyGFATotal,SiteEnergyUse(kBtu),TotalGHGEmissions,YearBuilt,NumberofBuildings,NumberofFloors,ENERGYSTARScore,distance,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_10,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9
842,-0.44745807790941483,-0.2731624820538427,-0.21047087879722373,0.5158236516002143,-0.04707210632781032,-0.2372722530278483,-0.2963880691329827,-0.5227547503976288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
843,-0.4453060195585824,-0.24507688668846903,-0.20459706259881738,0.5158236516002143,-0.04707210632781032,-0.2372722530278483,-1.279290628982232,-0.5101546027304916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
844,-0.27004807399910374,-0.22615562532557543,-0.20064073185360984,0.5158236516002143,-0.04707210632781032,-0.2372722530278483,0.7216181535680254,-0.5361619072796436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
845,-0.4781849611509133,-0.28939889330175667,-0.21386895428390504,-1.9400620582209234,-0.04707210632781032,-0.1098871496323663,0.40568518790219527,-0.6759782971120079,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
849,-0.4194715149825299,-0.25572327505312115,-0.1753614774294768,-0.39726206102559336,-0.04707210632781032,-0.3646573564233303,-0.12086975487418822,1.8500952762061407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
852,-0.37879810237009964,-0.27854801778502775,-0.21159952529815715,0.26393793777240526,-0.04707210632781032,-0.49204245981881234,0.2652705364951597,1.9108501948092487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
854,-0.4048728139146961,-0.26697738488376993,-0.20918446450583722,1.177023650398213,-0.04707210632781032,-0.3646573564233303,-1.3494979546857497,2.3091869292913363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
856,-0.4866314225142033,-0.27032500681122207,-0.17958479982006645,1.0825665077127846,-0.04707210632781032,-0.49204245981881234,-0.7878393490576073,1.9616846836825186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
857,-0.48703340152278707,-0.29216253185662594,-0.16915998966628334,-0.4602334894825456,-0.04707210632781032,-0.49204245981881234,0.4407888507539542,0.3203448953413605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
858,-0.3761117060688327,-0.2625580926318163,-0.14895357650441032,1.3659379357690697,-0.04707210632781032,-0.1098871496323663,0.5812035021609898,-0.7123018837908704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
859,-0.38650923627866335,-0.12033029538132405,-0.005263527353313347,0.200966509315453,-0.04707210632781032,-0.3646573564233303,0.2652705364951597,-0.6863934060943848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
860,-0.4685864867752187,-0.2483396568060663,-0.12759424487384186,-1.7196620586215905,-0.04707210632781032,-0.1098871496323663,-0.6474246976505718,-1.171165343087191,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
861,-0.4852343003502233,-0.29885424379852543,-0.2033956001945979,-1.3733192021083531,-0.04707210632781032,-0.3646573564233303,-1.0335649890199197,-1.1566216104644231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
862,-0.4276434540960554,-0.2875901243546257,-0.2134927387835939,-1.4362906305653054,-0.04707210632781032,-0.2372722530278483,1.142862107789132,-1.137315147236207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
864,-0.45805169544050583,-0.26559172294561983,-0.2088932008926931,-0.27131920411168886,-0.04707210632781032,0.01749795376311571,-2.1568822002762045,-1.2554043163765878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
865,-0.1932455724444521,-0.1574821194231406,-0.1862595909546191,0.6732522227425949,-0.04707210632781032,0.01749795376311571,-0.7878393490576073,-1.340434029458953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
866,-0.4446442248493287,-0.2913213959110101,-0.19215767912078746,-2.0030334866778756,-0.04707210632781032,-0.1098871496323663,0.9322401306785788,-0.9268370155409017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
867,-0.24670387840305785,-0.11275926847426107,0.07676358769839818,0.13799508085850076,-0.04707210632781032,-0.2372722530278483,-1.4548089432410265,-0.8992305052703061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
869,-0.4357026429998562,-0.2536867103492055,-0.19897810206191216,-1.5307477732507337,-0.04707210632781032,-0.49204245981881234,-2.2270895259797223,-0.9995546896216784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
870,-0.442095089672944,-0.21741864269105188,-0.1988081982875781,-1.7826334870785427,-0.04707210632781032,0.14488305715859773,-2.016467548869169,-1.0164044648202972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
871,-0.4389576925327782,-0.27641351955055726,-0.16549492253421988,-1.7826334870785427,-0.04707210632781032,0.01749795376311571,0.6163071650127486,-0.9696792976894177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
872,-0.4875873482053476,-0.2847129997252409,-0.21288593958954366,-0.7121192033103546,-0.04707210632781032,-0.3646573564233303,-0.19107708057770603,-0.9691285142228919,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
873,-0.46501279534524864,-0.22207002558684896,-0.13483942725080172,-1.1214334882805441,-0.04707210632781032,-0.1098871496323663,-1.7005345832033387,-0.9662701983184698,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
876,-0.46339507494485066,-0.21949845943405275,-0.12034906249688199,-0.05091920451235598,-0.04707210632781032,-0.3646573564233303,-2.2270895259797223,-0.7228390044767437,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
877,-0.25410127259760495,-0.22426045840924852,-0.09377125779748144,-1.6881763443931144,-0.04707210632781032,-0.2372722530278483,0.862032804975061,-0.7513618828394885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
879,-0.4229030431045862,-0.18762323257637956,-0.15130795737732528,-0.019433490283879855,-2.024100572095851,-0.2372722530278483,-0.8229430119093663,-0.6786447610511085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
881,-0.4293690225231466,-0.23893247978367116,-0.07440222752339776,-0.05091920451235598,-0.04707210632781032,-0.2372722530278483,-0.3665953948365005,-0.8375364883602262,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
883,-0.4359967739817468,-0.33209302276638986,-0.22281317440420562,-0.11389063296930824,-0.04707210632781032,-0.49204245981881234,0.510996176457472,0.019032427763972615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
884,-0.4795820833148934,-0.2995381414025184,-0.1858105595510219,-0.4287477752540695,-0.04707210632781032,-0.49204245981881234,-0.08576609202242932,-0.13878287528070984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
888,-0.39272520436261676,-0.23538419568002864,-0.12378354593520634,0.012052223944596268,-0.04707210632781032,-0.3646573564233303,-0.2963880691329827,-1.1545788967507633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
889,-0.47552797794783547,-0.2831453659488182,-0.18076199025652392,-1.3733192021083531,-0.04707210632781032,-0.2372722530278483,-0.12086975487418822,-1.1493867035216865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
890,1.8764413969095575,0.7953647885172517,0.36749321755174946,1.428909364226022,-0.04707210632781032,0.01749795376311571,0.40568518790219527,-1.1251628790213892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
891,-0.4863323893492813,-0.2995288341296218,-0.1852280323247337,-1.1844049167374964,-0.04707210632781032,-0.2372722530278483,1.0375511192338556,-1.120692149790593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
892,-0.4296435447729111,-0.03777690696795521,-0.1349971950412548,-1.1844049167374964,-0.04707210632781032,-0.49204245981881234,-2.262193188831481,-0.9605943676491726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
894,-0.5007202965467602,-0.3087329034166072,-0.19912373386848423,1.428909364226022,-0.04707210632781032,-0.2372722530278483,0.019544896532847376,-1.4060485397375706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
900,-0.42818269422952143,-0.2576147635250025,-0.20721843511711444,1.1140522219412607,-0.04707210632781032,-0.1098871496323663,0.6514108278645075,-1.1935920449164785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
901,-0.2979905172787051,-0.23657808333179564,-0.1297544500046607,1.3659379357690697,-0.04707210632781032,-0.1098871496323663,0.9322401306785788,-1.1565908196490102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
902,-0.4113780107975085,0.03288671822446175,0.05984602616827748,-1.1214334882805441,-0.04707210632781032,-0.2372722530278483,-2.262193188831481,-1.1661047771741346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
903,0.02611241166648159,-0.038298013193998816,-0.11918400804430551,1.5548522211399265,-0.04707210632781032,0.14488305715859773,0.9322401306785788,-1.1765448039536899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
904,-0.43925182351466874,-0.26129510782648735,-0.20799513808549872,-1.1844049167374964,-0.04707210632781032,-0.1098871496323663,0.40568518790219527,-1.176934276394589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
905,-0.4914502684341767,-0.31578485785296906,-0.21939082694976225,0.012052223944596268,-0.04707210632781032,-0.1098871496323663,-0.8580466747611251,-1.3498066312685641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
909,-0.3808864323415225,-0.25487159389657416,-0.13014280148885285,-1.4048049163368292,-0.04707210632781032,-0.1098871496323663,0.23016687364340077,-1.0410676752585395,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
915,-0.21235428190127423,-0.2692029498823096,-0.2096456318933154,0.8306807938849755,-0.04707210632781032,-0.1098871496323663,0.8971364678268199,-1.1385379899937298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
916,-0.4373889939626953,-0.2633398328158146,-0.2084198975213339,-1.6881763443931144,-0.04707210632781032,-0.1098871496323663,-0.6474246976505718,-1.081493502808328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
918,-0.28669588757410835,-0.2725560995820467,-0.20702425937501837,-1.7196620586215905,-0.04707210632781032,0.01749795376311571,1.21306943349265,-1.1793212471865786,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
921,-0.3670965914738876,-0.2090522330175689,-0.19691498480214134,1.1455379361697369,-0.04707210632781032,-0.2372722530278483,-1.8409492346103744,-0.7302081546159003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
922,-0.3476545335709229,-0.19306964454201533,-0.17414787904137632,0.012052223944596268,-0.04707210632781032,0.01749795376311571,0.08975222223636517,-0.7219569034958055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
923,-0.389347600253907,-0.17016294020660397,-0.0023144832702291698,-1.0584620598235919,-0.04707210632781032,-0.3646573564233303,-0.33149173198474163,-0.6805830612269029,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
924,-0.5110786092923388,-0.32096500071416767,-0.2204830654990527,-0.14537634719778436,-0.04707210632781032,-0.3646573564233303,1.1077584449373732,-1.3403680911338793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
927,-0.42581984200833406,-0.22524743356095264,-0.13284912589431694,-0.14537634719778436,-0.04707210632781032,-0.1098871496323663,-0.9984613261681607,-1.3225825005202378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
928,-0.47157681842443916,-0.30355988374989457,-0.18749746131048162,-0.08240491874083211,-0.04707210632781032,-0.2372722530278483,1.0375511192338556,-1.309130513985063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
929,-0.4806360526666678,-0.3151164799496829,-0.2192573311270712,-0.11389063296930824,-0.04707210632781032,-0.49204245981881234,-0.33149173198474163,-1.2360025940902908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
932,-0.3898182098249319,-0.23389428420094333,-0.08408674266043958,-1.0584620598235919,-0.04707210632781032,-0.2372722530278483,1.0024474563820966,-1.3177905413801785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
933,-0.3732096137141794,-0.1977063338712634,-0.09685379770325667,1.1140522219412607,-0.04707210632781032,-0.3646573564233303,-1.4899126060927854,2.1249166892439613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
934,-0.4479531983955973,-0.29851784298004713,-0.21185438095965825,-0.4287477752540695,-0.04707210632781032,-0.49204245981881234,1.0024474563820966,1.7338122627004482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
935,-0.41257904564022824,-0.24779453963496045,-0.16778862348772977,-0.4602334894825456,-0.04707210632781032,-0.49204245981881234,0.6163071650127486,0.62437492178361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
936,-0.4520171081287182,-0.28095987982574855,-0.18053140656278482,0.7362236511995471,-0.04707210632781032,-0.2372722530278483,0.826929142123302,-0.7668457122244592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
938,-0.24402238428482242,-0.24665761734401662,-0.16267937427382675,1.1455379361697369,-0.04707210632781032,-0.3646573564233303,0.6163071650127486,2.1507405191680222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
939,-0.4699149783767576,-0.28615282271560527,-0.1945363319614644,1.3974236499975459,-0.04707210632781032,-0.3646573564233303,0.40568518790219527,2.1838407591846583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
940,-0.5070588192065014,-0.3254358429816654,-0.22141753625789004,0.4213665089147859,-0.04707210632781032,11.991697672938425,0.510996176457472,1.0985270434541579,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
942,-0.4073288076134821,-0.33861361504107346,-0.22417240459887816,-0.302804918340165,-0.04707210632781032,-0.49204245981881234,1.21306943349265,2.1116609733403173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
944,-0.47062579491632645,-0.30400840133183793,-0.21692722222191826,0.4213665089147859,-0.04707210632781032,-0.49204245981881234,-1.1388759775751962,1.3306471877474002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
945,-0.5034312037631847,-0.3252064934863271,-0.21559226399500775,-1.3103477736514009,-0.04707210632781032,-0.3646573564233303,0.7567218164197843,-0.5743640829446017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
947,-0.41237805613593637,-0.26167123382385443,-0.20806795398878475,0.5787950800571665,-0.04707210632781032,-0.3646573564233303,0.6514108278645075,1.3737456605894012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
949,-0.39072021150272956,-0.2546545606214777,-0.11881992852787537,-1.7511477728500666,-0.04707210632781032,-0.2372722530278483,0.47589251360571305,0.8207685791442965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
950,2.935254105519126,1.1892377442804292,0.8839278756240284,1.3344522215405936,-0.04707210632781032,1.1639638843224538,-2.016467548869169,-1.080968607436965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
951,-0.49914669579364584,-0.31711948642724525,-0.21966995457902536,-0.2083477756547366,-0.04707210632781032,-0.49204245981881234,1.0726547820856143,1.4544045555862999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
953,-0.3473456960399378,-0.25889733301531903,-0.20748542676249654,0.7677093654280233,-0.04707210632781032,-0.3646573564233303,0.3354778621986775,1.1977121901884178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
955,-0.39114179924343934,-0.2839920347195273,-0.21274030778297162,-1.5622334874792099,-0.04707210632781032,-0.3646573564233303,0.3354778621986775,0.5940567682770327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
957,-0.47677313243783875,-0.30342077235806353,-0.20156306662856618,0.35839508045783364,-0.04707210632781032,-0.49204245981881234,-0.7527356862058484,0.6044258466445672,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
958,-0.4430755262792458,-0.3233050446640547,-0.2209685048542929,0.012052223944596268,-0.04707210632781032,-0.49204245981881234,-0.43680272054001834,1.008208298045216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
959,-0.48645984610810056,-0.28976679838001257,-0.19195136739481036,-0.05091920451235598,-0.04707210632781032,-0.49204245981881234,-2.0866748745726866,0.9653207027044451,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
960,-0.4969995396258449,-0.2946114865631089,-0.21496119283319548,0.10650936663002464,-0.04707210632781032,-0.3646573564233303,0.2652705364951597,0.9529199580371207,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
961,-0.4009461653064574,-0.23844490399353518,-0.1352641866866369,0.13799508085850076,-0.04707210632781032,0.01749795376311571,-0.9633576633164018,-0.4272950303391708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
963,-0.3631797472317119,-0.11000120316695151,0.023073995008832882,-0.302804918340165,-0.04707210632781032,-0.3646573564233303,0.6865144907162665,2.052887678474665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
964,-0.506573503086382,-0.32787033781196234,-0.22192724758089227,-0.05091920451235598,-0.04707210632781032,-0.49204245981881234,1.21306943349265,2.0339785028546986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
965,-0.45974294858637643,-0.2026512141902266,-0.09883196307586044,0.48433793737173814,-0.04707210632781032,-0.49204245981881234,-2.191985863127963,1.9013946321617181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
966,-0.4416587953831397,-0.30318635489599594,-0.19516740312327663,1.3659379357690697,-0.04707210632781032,-0.49204245981881234,-0.08576609202242932,1.938107501791117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
967,-0.4728807991108206,-0.2678573617668213,-0.1269753096959106,0.5473093658286904,-0.04707210632781032,-0.49204245981881234,-0.542113709095295,1.9806837768718215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
968,-0.5059411214753173,-0.3088453536654204,-0.18440278542082536,0.452852223143262,-0.04707210632781032,-0.49204245981881234,-0.19107708057770603,1.9691964389989294,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
969,-0.4612136034958291,-0.3239453529560293,-0.21315293123492576,0.452852223143262,-0.04707210632781032,-0.49204245981881234,0.826929142123302,1.9572006359194065,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
970,-0.5068039056888629,-0.31029251838625094,-0.2182500444649478,0.48433793737173814,-0.04707210632781032,-0.49204245981881234,-1.8058455717586155,1.9810159729046888,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
971,-0.4189224704830009,-0.1943692975772089,-0.19397807670293818,0.3269093662293575,-0.04707210632781032,-0.2372722530278483,-0.9633576633164018,1.2583815029039012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
973,-0.4826361433435235,-0.29807008331934937,-0.21568935186605578,0.5158236516002143,-0.04707210632781032,-0.3646573564233303,-0.050662429170670424,1.2433293506667058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
974,-0.42471685082624455,-0.22177736692986136,-0.16395365258133227,0.13799508085850076,-0.04707210632781032,-0.3646573564233303,0.3705815250504364,1.2770446919883862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
977,-0.4265159519988084,-0.27209419711090505,-0.1589657632062393,0.10650936663002464,-0.04707210632781032,-0.2372722530278483,0.7216181535680254,0.43407340749230583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
978,-0.45005623491611463,-0.2870656024301684,-0.16382015675864123,0.5158236516002143,-0.04707210632781032,-0.3646573564233303,-0.050662429170670424,0.42198485994292667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
979,-0.4528553814271063,0.09159275129724932,0.04970034364375744,0.35839508045783364,-0.04707210632781032,-0.49204245981881234,-1.560119931796303,0.39629008884416533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
